,url0,url1,url2,url3,click0,click1,click2,click3,orig0,click_orig0,name,Token,Guessed name,correct?,Guessed characteristics,correct?
1,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-219-300/student2-2019-03-29-question-244.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-244.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-219-300/student2-2019-03-29-question-244.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-244.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_JU11_ _TREA9_,,,"TV channel, TV show, or media organization",y
50,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-219-300/student2-2019-03-29-question-244.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-244.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-219-300/student2-2019-03-29-question-244.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-244.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_DE_ _PHIEF_,,,name of a place where a terrorist attack happened,y
68,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-254.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-docs-220-260/student1-2019-03-14-question-254.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-254.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-docs-220-260/student1-2019-03-14-question-254.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_TOOP55_,,,Former president,y
113,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-244.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-244.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_ZEC85_,,,a former U.S. President,y
114,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-244.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-244.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_DIE_ _LE55_,,,former U.S. national security advisor,y
116,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-244.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-244.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_PHIEN_,FBI,y,,
122,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-244.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-244.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_CHAD_ _ZEC85_,,,from U.S. President,y
167,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-244.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-244.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_HA_ _SHY_,,,former FBI-director,y
239,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-254.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-254.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_DIE_ _LE55_,,,former national security advisor,y
250,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-254.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-254.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_CHAD_ _ZEC85_,,,person,y
274,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-254.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-254.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_PHIEN_,,,,
279,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-254.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-254.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_NE_ _TROO_,,,government organization,n
302,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-254.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-254.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_cnn_00_cnn_0008___part_006.m_gold_conll.html,cnn_00_cnn_0008___part_006.m_g,_HA_ _SHY_,,,ex-FBI director,y
35,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-258.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-258.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_msnbc_00_msnbc_0007___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_msnbc_00_msnbc_0007___part_003.m_gold_conll.html,c_00_msnbc_0007___part_003.m_g,_SEENG_ _TEE_,North Korea,y,,
110,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-258.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-258.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_msnbc_00_msnbc_0007___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_msnbc_00_msnbc_0007___part_003.m_gold_conll.html,c_00_msnbc_0007___part_003.m_g,_CHOT24_ _TRIE_,South Korea,y,,
145,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-258.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-258.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_msnbc_00_msnbc_0007___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_msnbc_00_msnbc_0007___part_003.m_gold_conll.html,c_00_msnbc_0007___part_003.m_g,_TROOD_,China,n,,
163,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-258.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-258.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_msnbc_00_msnbc_0007___part_003.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_msnbc_00_msnbc_0007___part_003.m_gold_conll.html,c_00_msnbc_0007___part_003.m_g,_LE48_,China,y,,
100,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-263.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-263.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_msnbc_00_msnbc_0007___part_008.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bc_msnbc_00_msnbc_0007___part_008.m_gold_conll.html,c_00_msnbc_0007___part_008.m_g,_DIE_ _TRIE_,North Korea,y,,
105,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-277.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-277.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0009___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0009___part_000.m_gold_conll.html,abc_00_abc_0009___part_000.m_g,_HY_,,,leader of Palestine,y
106,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-278.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-278.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0019___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0019___part_000.m_gold_conll.html,abc_00_abc_0019___part_000.m_g,_NEA_,Israel,y,,
118,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-278.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-278.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0019___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0019___part_000.m_gold_conll.html,abc_00_abc_0019___part_000.m_g,_LECH86_,,,"city or region in Israel, perhaps Jerusalem",n
16,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-219-300/student2-2019-03-29-question-283.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-283.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-219-300/student2-2019-03-29-question-283.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-283.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0069___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0069___part_000.m_gold_conll.html,abc_00_abc_0069___part_000.m_g,_NEEL62_ _JIEN_,,,news agency / TV channel,y
47,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-219-300/student2-2019-03-29-question-283.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-283.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-doc-219-300/student2-2019-03-29-question-283.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-283.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0069___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0069___part_000.m_gold_conll.html,abc_00_abc_0069___part_000.m_g,_WIES10_,Yemen,y,,
102,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-283.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-283.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0069___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0069___part_000.m_gold_conll.html,abc_00_abc_0069___part_000.m_g,_SHY67_,,,an American intelligence agency or department,y
168,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-283.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-283.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0069___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_abc_00_abc_0069___part_000.m_gold_conll.html,abc_00_abc_0069___part_000.m_g,_PHIEN_,,,an intelligence agency,y
32,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-295.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-295.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_01_cnn_0119___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_01_cnn_0119___part_000.m_gold_conll.html,cnn_01_cnn_0119___part_000.m_g,_CHEE11_,,,a girl's name,y
43,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-295.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-295.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_01_cnn_0119___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_01_cnn_0119___part_000.m_gold_conll.html,cnn_01_cnn_0119___part_000.m_g,_HYT_,,,name of a TV show featuring a kid with a disability,y
44,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-295.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-295.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_01_cnn_0119___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_01_cnn_0119___part_000.m_gold_conll.html,cnn_01_cnn_0119___part_000.m_g,_PHEA_,,,"a TV channel, probably for kids",y
153,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-295.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-295.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_01_cnn_0119___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_01_cnn_0119___part_000.m_gold_conll.html,cnn_01_cnn_0119___part_000.m_g,_COX_ _WE_,,,CNN reporter,y
52,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-298.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-298.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_01_cnn_0149___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_01_cnn_0149___part_000.m_gold_conll.html,cnn_01_cnn_0149___part_000.m_g,_WOK_,,,an American politician,y
142,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-307.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-307.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_02_cnn_0239___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_02_cnn_0239___part_000.m_gold_conll.html,cnn_02_cnn_0239___part_000.m_g,_MY_,Bonnaroo,y,,
171,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-319.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-319.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_03_cnn_0349___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_03_cnn_0349___part_000.m_gold_conll.html,cnn_03_cnn_0349___part_000.m_g,_GIE81_ _ZY_,Wall Street,y,,
132,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-320.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-320.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_03_cnn_0359___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_03_cnn_0359___part_000.m_gold_conll.html,cnn_03_cnn_0359___part_000.m_g,_LOO24_,,,environment writer for an organization,y
172,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-320.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-320.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_03_cnn_0359___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_03_cnn_0359___part_000.m_gold_conll.html,cnn_03_cnn_0359___part_000.m_g,_BIE27_ _LAP33_,,,a former White House official (female),y
165,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-322.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-322.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_03_cnn_0379___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_03_cnn_0379___part_000.m_gold_conll.html,cnn_03_cnn_0379___part_000.m_g,_JAX64_,,,a man who murdered his wife an unborn son,y
5,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-docs-301-330/student2-2019-03-29-question-327.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-327.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-docs-301-330/student2-2019-03-29-question-327.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-327.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_04_cnn_0429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_04_cnn_0429___part_000.m_gold_conll.html,cnn_04_cnn_0429___part_000.m_g,_HY60_ _SIE_,Vladimir Putin,y,,
58,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-docs-301-330/student2-2019-03-29-question-327.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-327.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-docs-301-330/student2-2019-03-29-question-327.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-327.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_04_cnn_0429___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/test/bn_cnn_04_cnn_0429___part_000.m_gold_conll.html,cnn_04_cnn_0429___part_000.m_g,_SHOO_,Russia,y,,
